ForestArea,GridID
1580.8384100000,3684
1628.2537510000,3685
1451.5329190000,3686
436.8114600000,3714
1121.8728790000,3715
1468.2348770000,3716
1518.2688230000,3717
1546.6059320000,3718
490.4645350000,3740
883.5786000000,3741
1554.1095030000,3742
1678.1462800000,3743
1619.6585160000,3744
1550.4892170000,3745
1054.1306040000,3746
435.9479730000,3747
279.7100530000,3749
752.8690500000,3759
1387.3698440000,3760
1681.2850230000,3761
1716.8954360000,3762
1635.1888080000,3763
1557.4080930000,3764
1378.0817870000,3765
826.5419970000,3766
547.8917400000,3767
992.9926110000,3768
652.1789970000,3769
1117.5925360000,3770
1494.7749530000,3771
763.5299910000,3774
1265.6755490000,3775
1582.4321260000,3776
1710.7749550000,3777
1755.2572410000,3778
1739.3668900000,3779
1649.8021230000,3780
1488.9350570000,3781
1186.1981660000,3782
1137.4965220000,3783
1072.8266310000,3784
1008.6189010000,3785
1243.5625790000,3786
1451.2861880000,3787
884.7075250000,3788
1670.4376830000,3789
1779.1453840000,3790
1823.3203250000,3791
1771.1275820000,3792
1805.2952690000,3793
1807.6614500000,3794
1868.9963520000,3795
1855.0823070000,3796
1753.5194770000,3797
1622.2367160000,3798
1380.5200760000,3799
1381.5685800000,3800
1144.2017040000,3801
1194.1775280000,3802
1289.6509680000,3803
1873.5700770000,3804
1893.3458440000,3805
1800.3158780000,3806
1840.4082280000,3807
1792.8756470000,3808
1846.7146220000,3809
1790.6996770000,3810
1755.2647610000,3811
1730.7434720000,3812
1623.9899060000,3813
1613.8711850000,3814
1695.5101310000,3815
972.7013400000,3816
1868.7934610000,3817
1851.3736490000,3818
1841.4574380000,3819
1796.4585750000,3820
1868.3627030000,3821
1837.4103950000,3822
1826.8392000000,3823
1828.3294590000,3824
1803.0489730000,3825
1679.9792110000,3826
1524.0264610000,3827
1413.1411660000,3828
1835.7704210000,3829
1815.8335350000,3830
1854.6561210000,3831
1857.3252160000,3832
1815.7056340000,3833
1846.3556330000,3834
1835.6208660000,3835
1789.4909450000,3836
1753.2563030000,3837
1522.3657250000,3838
1283.9531670000,3839
1766.1526570000,3840
1843.4819150000,3841
1770.6528460000,3842
1728.9954140000,3843
1714.8103030000,3844
1789.1606590000,3845
1668.1693830000,3846
1255.7717170000,3847
1272.9366050000,3848
1532.4094770000,2788
1764.8039990000,2789
1699.2396510000,2790
1586.4811030000,2791
1716.2380020000,2884
1577.9887880000,2885
1370.7808600000,2886
1861.5632660000,2887
880.3210570000,2888
1668.9999260000,2889
873.1462270000,2890
1779.8791930000,2974
1494.2496720000,2975
1301.7424530000,2976
1664.6891180000,2977
1931.5923610000,2978
1868.1241730000,2979
2193.4795160000,2980
1426.1884310000,2981
1331.2203970000,2982
554.3136380000,3055
523.4121140000,3056
188.0652150000,3057
712.7244770000,3058
1837.9297840000,3059
1808.1309300000,3060
2129.3481390000,3061
1761.2206970000,3062
2158.1123750000,3063
1275.1155270000,3064
711.3104340000,3065
52.7467510000,3124
56.5873080000,3125
337.8139360000,3126
734.1683780000,3127
801.2601490000,3128
1590.5340360000,3129
2202.3085040000,3130
1706.3929830000,3131
1791.1826520000,3132
1503.0488600000,3133
1277.4801450000,3134
1512.1657850000,3135
1957.9882960000,3136
17.4054130000,3194
93.4393770000,3195
921.2658120000,3196
1308.8453860000,3197
1220.4948640000,3198
1864.8858910000,3199
821.9524320000,3200
1586.6940340000,3201
2050.0277040000,3202
1677.3316330000,3203
1971.5102930000,3204
2053.5832940000,3205
1255.3318550000,3206
13.7404340000,3265
174.9159690000,3266
701.1456930000,3267
1649.8114840000,3268
2011.1734230000,3269
2158.4331160000,3270
1785.7071000000,3271
757.5715870000,3272
1745.7616820000,3273
2062.6509840000,3274
1889.8439060000,3275
828.7611290000,3276
48.4814660000,3335
689.9356470000,3336
1659.8325620000,3337
2052.5858460000,3338
1939.3044410000,3339
934.3087970000,3340
950.3945330000,3341
1269.7171240000,3342
1413.3972910000,3343
497.7018350000,3391
1150.3138950000,3392
1061.9069340000,3393
1419.5488910000,3394
2130.0266860000,3395
1401.7418490000,3396
845.1603400000,3397
1016.1346110000,3398
716.8558080000,3399
832.6949800000,3438
1156.6852230000,3439
875.7454180000,3440
842.9829900000,3441
2102.7606020000,3442
1573.7285980000,3443
1431.8656870000,3444
1003.8152850000,3445
988.0862170000,3446
362.5591140000,3447
472.9172530000,3448
131.3562080000,3449
159.6700240000,3450
406.8995830000,3490
1317.9162020000,3491
1073.6196420000,3492
1123.8460860000,3493
779.1140770000,3494
263.2014220000,3495
375.6152260000,3496
1263.6466010000,3497
1058.8087750000,3498
1081.6165810000,3499
707.0130280000,3500
415.3882880000,3501
294.8459240000,3502
895.8357510000,3538
1893.4582310000,3539
2086.8635270000,3540
1930.3373270000,3541
615.0632710000,3542
426.8459240000,3543
1009.7781270000,3544
1093.6376810000,3545
516.2165900000,3546
116.8718380000,3547
368.9531890000,3548
1595.5506360000,3549
1657.4223720000,3550
731.4732440000,3577
1431.4210370000,3578
2046.0102320000,3579
1933.4886710000,3580
1790.0513500000,3581
314.1397920000,3582
14.5163230000,3583
9.7905760000,3584
47.5693810000,3585
53.3451260000,3586
68.4011380000,3587
479.1399620000,3588
1225.2176860000,3589
219.5171420000,3616
1337.2942850000,3617
1916.2900240000,3618
1910.3783920000,3619
1894.4367940000,3620
2048.9354980000,3621
1647.2109100000,3622
311.1321510000,3623
28.2334820000,3624
37.9820800000,3625
36.9838000000,3626
86.5313340000,3627
61.2769190000,3628
197.2062870000,3629
210.6383420000,3630
750.1082820000,3661
1681.5038400000,3662
1948.1888800000,3663
1882.7566870000,3664
1968.7270620000,3665
1999.9729990000,3666
1898.1092590000,3667
247.5058270000,3668
145.3173490000,3669
182.1086510000,3670
236.3228150000,3695
1252.0923090000,3696
1912.1575350000,3697
1918.9447630000,3698
1788.8509570000,3699
1907.7908680000,3700
1984.6668470000,3701
1599.1758930000,3702
124.5759580000,3724
397.9446290000,3725
732.9568510000,3726
916.6035040000,3727
1532.6852960000,3728
1392.3746220000,3729
1585.0470020000,3730
1740.2163180000,3731
1237.1233260000,3732
313.3818850000,3750
896.9914850000,3751
1603.7433640000,3752
1005.8797650000,3753
643.4345340000,3754
310.1527350000,3755
1067.8931530000,3772
41.4391620000,1271
20.3464140000,1272
56.6578050000,1273
37.9927640000,1274
60.0757950000,1275
523.9098880000,1354
7.4916920000,1355
19.2469430000,1356
39.7174880000,1357
44.2068470000,1358
9.8560340000,1359
5.5368640000,1360
25.2669410000,1361
25.9073520000,1362
155.9823030000,1437
3.9484710000,1438
3.1392420000,1439
45.9841620000,1440
36.8015600000,1441
16.4959940000,1442
2.6359170000,1443
0.8404880000,1444
3.9212700000,1445
17.3976790000,1446
36.3512590000,1447
7.3689120000,1448
15.1859640000,1449
47.9337920000,1450
14.2922570000,1451
2248.6540500000,1508
2280.3701640000,1509
1690.7586890000,1510
1222.8561440000,1511
1004.7551260000,1512
1118.2751310000,1513
1712.5733390000,1516
1456.5747710000,1517
2017.8039400000,1518
1231.3798710000,1519
325.2251410000,1520
82.7428600000,1521
5.9507560000,1522
21.4206090000,1523
11.9352350000,1524
21.8713000000,1525
8.5626740000,1526
6.3688050000,1527
3.1845580000,1528
41.9910080000,1529
23.7580960000,1530
22.3008130000,1531
2.1971760000,1532
4.9560980000,1533
6.6234670000,1534
3.5883570000,1535
0.0000000000,1583
19.0846850000,1584
324.7047180000,1585
295.3825160000,1586
80.5492280000,1587
289.7193860000,1588
238.4582240000,1589
146.8890300000,1590
1014.1717180000,1591
1800.8144390000,1592
547.6978370000,1593
950.5142830000,1594
164.6824630000,1595
150.9597640000,1596
28.3407690000,1597
427.9948530000,1598
876.9273340000,1599
527.5546870000,1600
871.0908090000,1601
188.6122860000,1602
55.2272630000,1603
110.0507780000,1604
282.8808810000,1605
14.1844970000,1606
1.4068600000,1607
6.0261990000,1608
42.4586490000,1609
13.0695280000,1610
15.6893080000,1611
23.5002830000,1612
26.7939780000,1613
14.3674060000,1614
25.3767130000,1615
7.6724960000,1616
51.2761660000,1617
0.4226550000,1666
102.3759550000,1667
269.3419980000,1668
335.9039260000,1669
81.1056910000,1670
0.8572090000,1671
0.8174640000,1672
7.3078180000,1673
679.9389960000,1675
709.0101850000,1676
466.1891600000,1677
295.6403200000,1678
1321.3451940000,1679
435.3161720000,1680
7.1859550000,1681
4.9637710000,1682
109.2517830000,1683
467.8466390000,1684
1092.8310090000,1685
911.6775870000,1686
507.9718520000,1687
47.9020030000,1688
4.8222390000,1689
2.1514240000,1690
1.4356430000,1691
2.2091060000,1692
1.1024530000,1693
0.7909210000,1694
17.2527470000,1695
7.1918400000,1696
77.9771570000,1697
22.2970300000,1698
10.6002860000,1699
13.9434780000,1700
90.2919520000,1751
325.1377710000,1752
20.1880430000,1762
226.2367010000,1763
2332.4870320000,1764
944.9634180000,1765
791.3352610000,1766
1450.4143000000,1767
174.7990510000,1768
117.5997470000,1769
948.6857630000,1770
1349.5194050000,1771
345.8614050000,1772
1121.7419580000,1773
789.8469500000,1774
144.7435620000,1775
1.4379930000,1776
0.3500810000,1777
0.8042480000,1778
0.6569070000,1779
2.3054980000,1780
10.3108370000,1781
85.2721800000,1782
61.8217190000,1783
2.1286020000,1784
12.3569030000,1785
0.9086080000,1848
1.2823740000,1849
864.7462250000,1850
2010.5509330000,1851
1129.6190070000,1852
2004.5039170000,1853
1112.0394240000,1854
753.1281380000,1855
972.3177890000,1856
63.0596360000,1857
1210.0770040000,1858
799.7897440000,1859
379.7992610000,1860
1071.3832260000,1861
60.9171240000,1862
25.7784550000,1863
0.3631550000,1864
1.0534150000,1865
39.0702880000,1866
56.2157480000,1867
182.8453850000,1868
24.9401510000,1869
110.0629110000,1870
36.0133000000,1871
0.9249150000,1872
1.1982730000,1873
0.9389630000,1937
67.6166780000,1938
769.5152130000,1939
612.1180100000,1940
523.9792550000,1941
71.6464510000,1942
220.0702170000,1943
923.3551560000,1944
521.5684380000,1945
1786.5657510000,1946
436.2093430000,1947
392.0396400000,1948
888.3605820000,1949
80.7151370000,1950
2.4790060000,1951
2.2909000000,1952
19.4034190000,1953
12.9662080000,1954
53.4779980000,1955
349.7070760000,1956
143.8211090000,1957
202.0382870000,1958
3.8068110000,1959
0.0722160000,1960
0.0000000000,1961
0.0180880000,1962
1.6344860000,1963
6.6282810000,2032
15.7061920000,2033
5.7603760000,2034
47.9023060000,2035
1077.7356280000,2036
100.6443820000,2037
702.4299390000,2038
616.0495120000,2039
694.1518650000,2040
1372.6620900000,2041
298.7453470000,2042
0.7349890000,2043
2.2534170000,2044
2.0883130000,2045
5.2609200000,2046
12.7114220000,2047
57.3094870000,2048
27.3159860000,2049
8.8885280000,2050
0.1971180000,2051
0.0179460000,2052
0.0895680000,2053
1.5052950000,2054
9.1923630000,2055
51.0147780000,2056
91.1993740000,2057
60.1301230000,2058
0.2311700000,2129
0.3803280000,2130
625.8297320000,2131
1727.0290620000,2132
363.8672580000,2133
127.2462150000,2134
866.6760790000,2135
679.0231270000,2136
747.1372810000,2137
0.8052040000,2138
2.9941960000,2139
13.2385180000,2140
8.3444180000,2141
6.1605390000,2142
27.2139590000,2143
16.2613750000,2144
4.0930450000,2145
6.5732130000,2146
19.7801050000,2147
22.8225060000,2148
4.3098730000,2219
31.2193670000,2220
666.0982810000,2221
548.1614320000,2222
774.1850120000,2223
450.5123680000,2224
613.5379520000,2225
681.2435180000,2226
212.4911210000,2227
0.2598960000,2228
1.8482480000,2229
0.0354130000,2230
0.0530580000,2231
1.5629740000,2232
6.8454310000,2233
7.3788270000,2234
0.3011460000,2235
557.1364570000,2310
362.0011540000,2311
89.9227440000,2312
592.3166820000,2313
1103.4849560000,2314
158.7319160000,2315
4.7644190000,2316
0.0000000000,2317
0.0000000000,2318
0.0699580000,2319
0.6444940000,2320
3.3991000000,2321
328.9914740000,2398
232.2859070000,2399
507.0517800000,2400
844.5980640000,2401
486.2438880000,2402
522.5885260000,2403
208.9836000000,2404
0.0175040000,2405
0.9617110000,2406
0.5053450000,2407
41.9509160000,2408
48.5327280000,2409
109.2924230000,2410
181.4392900000,2491
731.4202810000,2492
932.9252520000,2493
528.2805130000,2494
6.1315730000,2495
1.0059290000,2496
12.1299210000,2497
24.2677050000,2498
3.5830730000,2499
0.2268890000,2500
1.1231090000,2501
30.9756510000,2502
43.2028990000,2503
29.7055010000,2504
38.9466600000,2585
47.2288590000,2586
689.6251240000,2587
1075.9777030000,2588
441.0864390000,2589
59.1389730000,2590
445.1179280000,2591
309.2068760000,2592
238.4990410000,2593
114.8850150000,2594
98.2576110000,2595
52.6475440000,2596
210.9723800000,2597
546.8666390000,2598
368.9445340000,2599
236.6114050000,2600
354.3821980000,2601
428.5053200000,2687
151.3770420000,2688
48.3450840000,2689
9.7142090000,2690
285.2765710000,2691
711.4236740000,2692
1074.7643470000,2693
889.7980620000,2694
1034.1061380000,2695
2.4753890000,2770
285.0878660000,2771
252.7984950000,2772
955.9940630000,2773
945.4020520000,2774
727.8252000000,2775
682.1040370000,2776
819.2502480000,2777
567.3336880000,2778
181.5476960000,2779
87.5806300000,2780
52.9128230000,2781
32.2034010000,2782
4.0071530000,2783
27.0473570000,2784
6.9656550000,2785
11.5820500000,2786
673.7261770000,2787
1666.6249870000,2792
182.8648390000,2867
561.1593990000,2868
604.5167280000,2869
524.2484900000,2870
19.4396100000,2873
91.9952580000,2874
11.0707980000,2875
11.4070810000,2876
10.0843210000,2877
124.8216230000,2878
0.5434250000,2879
2.1512650000,2880
1.0235590000,2881
590.0196690000,2882
1695.5961300000,2883
549.5919030000,2959
568.1748360000,2960
10.3887510000,2965
4.0881230000,2966
13.1499590000,2967
85.9843470000,2968
4.0884590000,2969
0.0669360000,2970
4.9814960000,2971
355.4908440000,2972
1292.5059870000,2973
0.9128630000,3049
1.1240820000,3050
0.5637910000,3051
11.9936410000,3052
384.9091410000,3054
3.7256870000,3122
7.9932400000,3123
29.2711760000,2677
16.7838730000,2678
115.6285770000,2679
667.4461020000,2680
1283.8501600000,2681
1359.3016130000,2682
1404.9166500000,2683
1828.3416780000,2684
1348.2272550000,2685
980.9423400000,2686
2253.3087210000,37
1849.2561630000,38
1615.7268930000,39
2171.3004520000,44
1081.7624180000,51
891.3089480000,52
1143.5374400000,53
1217.6793330000,54
2145.1734480000,55
1386.3051110000,56
2488.8296350000,57
2567.9152810000,58
1949.5538760000,59
2393.3574160000,60
1617.7669860000,61
594.1062480000,62
1858.9171310000,65
2082.6647200000,66
2473.1552660000,67
2435.4229760000,68
2105.5173740000,69
2161.8330690000,70
1674.0904780000,71
1452.2450700000,72
1805.2879190000,73
2125.8526490000,79
1825.4938690000,80
736.2221170000,81
1791.4621080000,82
999.5916060000,83
593.2142560000,84
1928.3737560000,85
2374.0551630000,86
2343.2186790000,87
2251.7869900000,88
2263.9274400000,89
1066.2578580000,90
259.5288260000,91
587.0446630000,92
1195.2820270000,93
1619.4977020000,94
2016.9514880000,95
1275.8641590000,96
494.0551960000,98
2582.9627150000,99
1928.2939100000,100
2000.2869800000,102
1968.5913090000,103
2376.0381210000,104
2454.7935510000,105
1896.5679200000,106
1600.9993250000,107
1090.0769710000,108
646.9198140000,109
893.9798260000,110
931.2521320000,111
1702.4270740000,112
1631.3461340000,113
2009.0606880000,116
1735.9595070000,117
2032.2034690000,118
1752.5907710000,119
1504.0302920000,120
717.0220580000,121
1492.5338670000,122
1382.8923180000,123
1950.0917370000,124
2219.7611690000,125
2480.6284040000,126
2646.5979410000,127
1977.6006400000,128
1150.5733420000,129
2327.2359900000,130
2325.7731810000,131
1877.4341800000,132
2492.7749700000,133
2016.8554870000,134
1327.7391640000,135
780.8033110000,136
65.5144610000,137
2229.4147140000,138
2598.0999880000,139
1444.3470170000,141
1676.0118570000,142
1661.1316080000,143
2161.9321910000,144
2277.4733630000,145
1903.9768730000,146
2093.9206440000,147
1346.1743330000,148
725.5969810000,149
947.9994480000,150
1109.5914050000,151
1699.5475500000,152
2108.8613130000,153
2441.3350370000,154
2449.4326810000,155
2181.5941680000,156
2201.0784490000,157
2452.2830050000,158
2433.9939070000,159
1921.6918010000,160
1176.7314770000,161
1271.8132140000,162
2523.7484030000,163
2603.3716090000,164
2550.6438750000,165
2316.6237650000,166
2326.8168670000,167
2366.4989950000,168
2173.3729220000,169
2109.5507710000,170
2454.4451580000,171
1976.0524120000,172
1893.7818870000,173
1084.4709190000,174
2198.1218060000,175
2315.8959030000,176
1997.2935410000,177
690.5194820000,178
1305.2521640000,179
2707.1023370000,180
1991.2855090000,183
1411.1498490000,184
1603.4375010000,185
1561.2461220000,186
2049.9122360000,187
2204.8414190000,188
2038.3059070000,189
1750.7184660000,190
999.8465070000,191
1050.0650880000,192
819.9068200000,193
1536.9254330000,194
2050.6750630000,195
1882.4094490000,196
1992.7283020000,197
2441.1155270000,198
2441.8815760000,199
2384.7122620000,200
2504.7082750000,201
2186.0574950000,202
1824.8604600000,203
1220.2759330000,204
1644.6119080000,205
2270.6394260000,206
2037.7826960000,207
1780.8697540000,208
2150.4931180000,209
2482.6080090000,210
2398.6933950000,211
2427.8358840000,212
2040.1871080000,213
2436.6050970000,214
2402.0042420000,215
2038.5459730000,216
1989.7669070000,217
2186.9721540000,218
2509.9391000000,219
2432.2550570000,220
1401.1528880000,221
483.0076220000,222
751.2059690000,223
2639.3598810000,224
1734.8456810000,225
2342.3915970000,226
1713.6082920000,227
1036.7136400000,228
1785.8086070000,229
1510.5801580000,230
1435.4248830000,231
1795.5800430000,232
1657.9782070000,233
1808.2240130000,234
1119.0535100000,235
929.4424830000,236
742.8941510000,237
903.3582250000,238
1055.9947990000,239
1193.2196430000,240
1393.5454410000,241
1954.0316230000,242
2187.9088290000,243
2436.4565800000,244
2489.0778880000,245
2287.1515240000,246
2560.1294450000,247
2079.8883700000,248
2567.7757970000,249
1391.2194530000,250
2305.6681650000,251
1742.7803700000,252
2119.5150020000,253
2611.4259090000,254
2005.8065490000,255
2281.2398070000,256
2324.9699720000,257
2138.3176230000,258
1987.0526500000,259
2182.0340190000,260
2328.3223240000,261
2364.2665930000,262
2474.4173630000,263
2491.3411320000,264
2229.3786780000,265
1753.0831160000,266
890.5054070000,267
532.2897800000,268
1523.4950680000,269
873.2554740000,270
1863.6804530000,271
1635.1402500000,272
1498.6817870000,273
1281.1987440000,274
1112.1854790000,275
1732.2142740000,276
1246.5391400000,277
1835.2175500000,278
1380.7420230000,279
844.4302810000,280
732.2391490000,281
1227.9343070000,282
1028.2197900000,283
890.7734590000,284
744.7141850000,285
1634.7211320000,286
1597.4074810000,287
1558.1730800000,288
1786.1337250000,289
2529.4767040000,290
2553.5897750000,291
2480.0337190000,292
2660.9358610000,293
2245.1691430000,294
2049.7072050000,295
2063.0994780000,296
1425.9505580000,297
1044.5703280000,298
1768.6863440000,299
2065.2168620000,300
2421.6948650000,301
2559.6840870000,302
1566.3081970000,303
2265.3635270000,304
2089.4765640000,305
2395.4457330000,306
2426.2399810000,307
2653.2967350000,308
2490.5341500000,309
2384.4854870000,310
2233.1818600000,311
1133.2390060000,312
1200.6625290000,313
1796.2103450000,314
1476.3492040000,315
1104.3709810000,316
1264.7642650000,317
2133.0955400000,318
1393.3770060000,319
1381.8618030000,320
1494.5419210000,321
912.7155030000,322
1294.7266810000,323
1219.3772490000,324
1235.2623970000,325
928.5803780000,326
675.5760990000,327
1150.7008170000,328
1621.1740060000,329
1834.1478880000,330
1883.2914340000,331
2578.7077250000,332
2582.9319950000,333
2464.0520500000,334
2525.1082450000,335
2664.1961210000,336
2413.0742430000,337
1620.6554980000,338
1995.4199330000,339
1817.4615260000,340
1295.8829730000,341
2007.3890790000,342
2582.5726570000,343
2506.6905930000,344
1860.4025690000,345
1665.8347690000,346
1682.0465510000,347
1932.3076300000,348
2392.7527940000,349
2508.7273780000,350
2405.4140500000,351
2459.6221680000,352
2257.7408110000,353
1920.0870680000,354
1713.1586620000,355
1794.9106040000,356
1378.7861330000,357
1361.1008860000,358
1626.3089020000,359
1418.1671820000,360
1394.8237220000,361
1345.4555800000,362
895.4801200000,363
1334.3176810000,364
1117.8876830000,365
1057.0293350000,366
1247.5537360000,367
1555.4753500000,368
991.7655470000,369
1268.7927740000,370
1991.4491020000,371
1640.4232420000,372
2288.6862070000,373
2609.5713040000,374
2499.0201890000,375
2473.5935600000,376
2554.8560170000,377
1841.5084510000,378
1944.4869520000,379
819.1443140000,380
623.2765440000,381
519.7725660000,382
1662.5182310000,383
2215.9512250000,384
2587.8824640000,385
1809.8303560000,386
2103.0888640000,387
2125.6903380000,388
1709.6926460000,389
2445.2753120000,390
2558.9544750000,391
2465.8874270000,392
2403.6448060000,393
2360.4624600000,394
2451.4709440000,395
1152.3495270000,396
1756.0996170000,401
2087.0982870000,402
1564.3215310000,403
1463.9269450000,404
1613.8128740000,405
2010.3140810000,406
1841.5204420000,407
1488.4036850000,408
1062.6929540000,409
651.0296840000,410
855.4478890000,411
1460.0226350000,412
1211.3086300000,413
1032.4525410000,414
1217.1389960000,415
1561.7138210000,416
1838.9609480000,417
1898.3916630000,418
2191.2740930000,419
2084.1450440000,420
2299.2504260000,421
2190.8010760000,422
2456.6079510000,423
1324.5076430000,424
839.6551560000,425
600.5090340000,426
1053.5039600000,427
1049.6844240000,428
1456.3347560000,429
2202.8804380000,430
1954.6986710000,431
1356.4811350000,432
1396.2409110000,433
2207.4583720000,434
2302.6368680000,435
1941.8868780000,436
2477.3553970000,437
2474.7801630000,438
2316.1008500000,439
2397.3628030000,440
2487.0122770000,441
2189.5387210000,442
1409.8384620000,443
1473.6625950000,450
2077.9824620000,451
1899.0502970000,452
1652.8858300000,453
1623.6596980000,454
1398.3054620000,455
1522.2508730000,456
1585.3344910000,457
1093.7228900000,458
871.8200240000,459
973.2073860000,460
1679.9479560000,461
1839.7886710000,462
1446.6330270000,463
1770.0190450000,464
1740.0914890000,465
1121.2548010000,466
1572.8491650000,467
1827.3875740000,468
1765.2665290000,469
2222.5319150000,470
1769.0493990000,471
1964.1149370000,472
2118.7215100000,473
2349.3616150000,474
1600.7522140000,475
1219.3534810000,476
1027.6044760000,477
1411.4890490000,478
1454.5339730000,479
1729.1481470000,480
2159.6147320000,481
1858.5992560000,482
1394.1466930000,483
1818.2766210000,484
2082.4469100000,485
1902.5495030000,486
2485.0120560000,487
2536.7861980000,488
2254.4255920000,489
2358.9383400000,490
2546.3625380000,491
2489.4145670000,492
2210.9030590000,493
1775.6808850000,510
1852.5127340000,511
1949.6392490000,512
1797.8518840000,513
2048.0368030000,514
2012.7517070000,515
2025.7844700000,516
1373.6353340000,517
1127.4521170000,518
1265.2390230000,519
1779.5215930000,520
2368.1568840000,521
2379.9504210000,522
2185.0932310000,523
2357.8872200000,524
1764.5244390000,525
1826.3632540000,526
2000.7438600000,527
1645.9756070000,528
1143.5557040000,529
2182.5999760000,530
1487.7895350000,531
1776.4963070000,532
1723.3638150000,533
2055.2149230000,534
1973.7711960000,535
1982.4027330000,536
1378.8438120000,537
815.8922850000,538
950.9814590000,539
2011.1072450000,540
1998.6679940000,541
1492.4865480000,542
307.5087290000,543
707.2547390000,544
635.6179960000,545
932.8656400000,546
1944.2892740000,547
2272.4202850000,548
2483.0271000000,549
2431.1324550000,550
2538.1265670000,551
2553.5041120000,552
2407.4570450000,553
1428.7210690000,554
354.5701310000,555
1081.9941450000,582
1269.9722120000,583
1089.1506700000,584
1424.8521120000,585
1102.4521460000,586
1921.7652640000,587
1931.3544710000,588
1859.5194890000,589
1709.3814290000,590
1389.8159970000,591
2056.9210050000,592
2540.8073400000,593
2422.2101930000,594
1854.2671820000,595
2335.5931720000,596
2627.3340620000,597
2644.0690070000,598
2380.2716510000,599
2106.7987730000,600
1701.2946580000,601
1405.4935710000,602
1787.6313040000,603
1374.1821350000,604
1985.7692950000,605
2426.6368920000,606
2555.3394010000,607
2422.5223930000,608
2132.6226190000,609
1116.2134380000,610
129.3584770000,611
1358.7889020000,612
2108.4302150000,613
2539.5827790000,614
2353.1044660000,615
1130.1381290000,616
299.4979310000,617
39.8673710000,618
365.9695300000,619
1357.6444670000,620
1746.6690080000,621
1473.4853600000,622
2220.2639830000,623
2459.1084980000,624
2352.8334630000,625
2391.4360010000,626
2437.2395860000,627
1678.6581830000,628
454.9672090000,647
1228.1000730000,648
333.8972170000,656
667.9122030000,657
1125.0846210000,658
982.7074070000,659
1630.3224520000,660
336.0593600000,661
1464.7471060000,662
1506.3242800000,663
1072.0635510000,664
1805.2723200000,665
1593.8401860000,666
2434.6664590000,667
2325.6333200000,668
1874.4836410000,669
992.9504840000,670
821.4978080000,671
1521.2629260000,672
1707.3847130000,673
2034.0640520000,674
